Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL
aaccafd3783cf2d4aba9e9d5bae8430d5e1d3064,"TECHNICAL INFRASTRUCTURE AND TOOLS FOR GAMIFICATION IN EDUCATION","Martin Kiselicki; Kalina Trenevska Blagoeva; Marina Mijoska belshoska; Tea Josimovska",2023,2023-09-30,"KNOWLEDGE - International Journal",1,Semantic Scholar,"The academic research examines the incorporation of gamification in the context of higher education, with a focus on its importance, factors to consider during implementation, and the impact of Information and Communication Technology (ICT) platforms on improving the educational process. The utilization of game components and concepts in non-game contexts, sometimes referred to as gamification, is a potentially effective strategy for fostering student engagement and motivation within the contemporary higher education environment. The initial segment of the paper examines the significance of gamification within the context of higher education, emphasizing its capacity to facilitate active learning, enhance student engagement, and optimize information retention. Acknowledging the necessity for a clear methodology, this study underscores the significance of careful planning, congruence with educational goals, and transparent articulation of anticipated outcomes in order to optimize the advantages derived from gamified educational encounters. The subsequent section examines the essential factors to be taken into account while implementing gamification, including but not limited to mobile compatibility, data security and privacy, analytics, and technical assistance. These characteristics are crucial in guaranteeing the achievement and long-term viability of gamification projects in educational institutions. A comprehensive examination of notable information and communication technology (ICT) platforms utilized for gamification purposes is performed, specifically emphasizing ""Classcraft,"" a gamification platform designed specifically for educational contexts. Classcraft offers a range of customized features, real-time tracking capabilities, and seamless connection with learning management systems, rendering it an appealing tool for instructors seeking to establish immersive and captivating learning environments. The available research indicates that the utilization of Classcraft has a beneficial effect on student involvement, motivation, and academic achievement. In summary, the strategic incorporation of gamification inside information and communication technology (ICT) platforms such as Classcraft holds the promise of revolutionizing higher education through the enhancement of dynamic and engaging learning experiences. The optimal utilization and strict adherence to established guidelines are crucial in order to fully leverage the educational benefits of gamification, hence augmenting the overall standard of education in the era of digital advancements.",https://www.semanticscholar.org/paper/aaccafd3783cf2d4aba9e9d5bae8430d5e1d3064
f86798d40c3fd9aa374026c8ccc7d5a09b074b6d,"Education 3.0 - AI and Gamification Tools for Increasing Student Engagement and Knowledge Retention","Cătălin Vrabie",2023,,"PLAIS",5,Semantic Scholar,"",https://www.semanticscholar.org/paper/f86798d40c3fd9aa374026c8ccc7d5a09b074b6d
c608a6fbdac62ef2ef8137382187399a4dcfac19,"Application of Gamification Tools for Identification of Neurocognitive and Social Function in Distance Learning Education","H. Antonopoulou; C. Halkiopoulos; E. Gkintoni; Athanasios Katsimpelis",2022,2022-05-30,"International Journal of Learning, Teaching and Educational Research",66,Semantic Scholar,"The present study investigates the role of synchronous and asynchronous education techniques in the context of digital and game-based learning materials through a collaborative study, conducted during the Covid-19 pandemic (October 2020 – June 2021), in an online e-learning environment. The study involved 35 last-year elementary school children, in Western Greece, with learning and behavioral issues. The children were given games with both practical and academic modules throughout their online schooling. For example, a math game was played over WebEx using Kahoot; a game for European institutions was created using the learningapps.org software; and online games from the European Union's ""Learning Corner"" as well as the game ""Defeat the Virus"" were used for the Social and Political Education topic. The findings are based on data collected through synchronous and asynchronous e-learning frameworks (WebEx, e-Class), and were linked to both cognitive learning aspects and school children active participation in online education using a standardized psychometric scale called ""Psychosocial Adaptation of Primary School Children."" The findings suggest that gamification might be a beneficial tool for improving children' cognitive performance in elementary school and generating a meaningful learning experience. The educational intervention aided young people in the development of assertiveness/leadership skills; interpersonal communication skills; social competence; and self-perception. The benefits of the online educational process include the enhancement of students' neurocognitive processes, particularly their executive functions, as well as their social competencies and interpersonal relationships.",https://www.semanticscholar.org/paper/c608a6fbdac62ef2ef8137382187399a4dcfac19
46b79f9f6a5191208606f97584553198bc44eba1,"The Role of Serious Games, Gamification and Industry 4.0 Tools in the Education 4.0 Paradigm","F. Almeida; Jorge Simões",2019,2019-04-16,"Contemporary Educational Technology",236,Semantic Scholar,"Education 4.0 is a new educational paradigm that intends to address the needs and potentialities of the fourth industrial revolution. Education 4.0 builds on the concept of learning by doing, in which students are encouraged to learn and discover different things in singular ways based on experimentation. This study intends to analyze the role of emerging technologies like serious games and industry 4.0 in the transformation of education 4.0 in higher education. A qualitative methodology was employed based on 25 case studies of innovative projects in Portuguese higher education institutions. The results indicate a residual adoption of serious games and gamification approaches only appear in less than 20% of the projects. It was also possible to identify that most projects involve several stakeholders such as teachers, students and university managers, and typically involve multidisciplinary competencies fields. The main benefits brought to the education context include greater involvement of students in projects, development of their skills and its application in a real context. On the other hand, the main challenges are the simplification of the real world made by these applications, the difficulties inherent to their inclusion in the didactical system and the limited capacities to offer greater interactivity without predefined external stimuli.",https://www.semanticscholar.org/paper/46b79f9f6a5191208606f97584553198bc44eba1
bcc2df9728362b58efe3bb784a2e2124a1f6c339,"Inspecting the role of learning platforms, gamification, and diverse teaching approaches in improving vocabulary acquisition, critical thinking, and student engagement in education","Tariq G. Al-Mutairi",2024,2024-09-20,"Research Studies in English Language Teaching and Learning",1,Semantic Scholar,"These days, learning through online platforms has become both widespread and popular, particularly among students. For English learners, mastering the language is critical, given its complex vocabulary and grammar. As a result, incorporating gamification in learning platforms could have a significant impact on vocabulary retention, though its effectiveness may vary depending on the student's engagement and the platform's design. Learning through platforms can affect students in different ways; it might diminish their knowledge in certain situations, but it can also be beneficial. For this study, data was gathered from students of different ages and different opinions about this particular case. After gathering and analysing the results, it was apparent that the majority of students use learning platforms to study English and improve their vocabulary. The study also found that students generally enjoy using these platforms, finding them more engaging and fun, and they believe these tools ominously help their learning experience from their perspective. Learning through platforms makes it easier for students to enjoy lessons and put in more effort, as some platforms incorporate competitive elements like awarding a winner, which boosts students’ pride and motivates them to continue working hard.",https://www.semanticscholar.org/paper/bcc2df9728362b58efe3bb784a2e2124a1f6c339
41187330,"The Application of Gamification in Children's Oral Health Management: Systematic Review.","Chen J; Ying Y; Pang M; Chen J; Kang T; Xuan P; Chen X; Zhang W",2025,2025 Nov 4,"J Med Internet Res",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41187330/
41186980,"The Effectiveness of an Artificial Intelligence-Based Gamified Intervention for Improving Maternal Health Outcomes Among Refugees and Underserved Women in Lebanon: Community Interventional Trial.","Saleh S; El Arnaout N; Sabra N; El Dakdouki A; Chamseddine Z; Hamadeh R; Shanaa A; Alameddine M",2025,2025 Nov 4,"JMIR Mhealth Uhealth",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41186980/
41166330,"FOODAlyzer usability: Advances in food safety education.","Seow WL; Lee KW; Haris R; Md Ariffin UK; Ng SW; Lim SY; Saudi MM; Mohamad Gobil AR; Mohamed NA; Mohd Zulkefli NA; Tengku Jamaluddin TZM; Norowi NM; Amin-Nordin S",2025,2025,"PLoS One",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41166330/
41164347,"Pilot Study: Gamification of Carpal Anatomy Education Using Virtual Reality.","Obaid OE; Lentskevich MA; Saini D; Zhao L; Corcoran JF; Malinowski M; Patel PK",2025,2025 Oct,"Plast Reconstr Surg Glob Open",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41164347/
41154423,"Digital Serious Games for Cancer Education and Behavioural Change: A Scoping Review of Evidence Across Patients, Professionals, and the Public.","Si G; Prue G; Craig S; Anderson T; Mitchell G",2025,2025 Oct 18,"Cancers (Basel)",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41154423/
41131602,"ViroGame: a serious game for medical virology education - a feedback report.","Portet Sulla V; Marot S; Dutkiewicz M; Berti V; Grimal A; Ghelfenstein-Ferreira T; Solis M; Charre C; Salmona M; Thibault V; Pronier C; Pineros N; Lescat M; Besombes J; Vauloup-Fellous C",2025,2025 Oct 23,"BMC Med Educ",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41131602/
41123503,"Game on for prevention: using gamification to assess and spread hand hygiene knowledge amongst healthcare workers.","Dalla Valle Z; Ales ME; Antonelli A; Cattabianchi G; Signorelli C; Moro M",2025,2025 Jul,"New Microbiol",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41123503/
41118641,"Serious Games for Preventing Musculoskeletal Disorders in Occupational Settings: Scoping Review.","Rivière T; Hulin T; Sasangohar F; Zare M",2025,2025 Oct 21,"JMIR Serious Games",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41118641/
41111652,"A Narrative Review of the Benefits of Board Games in Health.","Alweis E; Alweis R",2025,2025 Sep,"Cureus",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41111652/
41058297,"Integration of Digital Modality in Virtual Classroom Enhancing Nursing Students' Inclusivity in Learning: A Game-Based Approach.","Hanif S; Vadivala R",2025,2025 Oct,"J Coll Physicians Surg Pak",0,PubMed,"",https://pubmed.ncbi.nlm.nih.gov/41058297/
https://openalex.org/W2136166455,"Gamification as a tool for enhancing graduate medical education","Christa R. Nevin; Andrew O. Westfall; J. Martín Rodríguez; Donald M. Dempsey; Andrea Cherrington; Brita Roy; Mukesh Patel; James H. Willig",2014,2014-10-28,"Postgraduate Medical Journal",262,OpenAlex,"",https://openalex.org/W2136166455
https://openalex.org/W2940253344,"The Role of Serious Games, Gamification and Industry 4.0 Tools in the Education 4.0 Paradigm","Fernando Almeida; Jorge Simões",2019,2019-04-16,"Contemporary Educational Technology",281,OpenAlex,"",https://openalex.org/W2940253344
https://openalex.org/W4281758568,"Application of Gamification Tools for Identification of Neurocognitive and Social Function in Distance Learning Education","Hera Antonopoulou; Constantinos Halkiopoulos; Evgenia Gkintoni; Athanasios Katsimpelis",2022,2022-05-30,"International Journal of Learning Teaching and Educational Research",102,OpenAlex,"",https://openalex.org/W4281758568
https://openalex.org/W2479485957,"Gamification in theory and action: A survey","Katie Seaborn; Deborah I. Fels",2014,2014-10-05,"International Journal of Human-Computer Studies",2254,OpenAlex,"",https://openalex.org/W2479485957
https://openalex.org/W2147489905,"Gamifying learning experiences: Practical implications and outcomes","Adrián Domínguez‐Díaz; Joseba Saenz-de-Navarrete; Luis de‐Marcos; Luis Fernández Sanz; Carmen Pagés; José-Javier Martínez-Herráiz",2013,2013-01-11,"Computers & Education",1864,OpenAlex,"",https://openalex.org/W2147489905
